ID,MX2_WI_SEASON,MX2_WI_SEASON_INFO,MX2_WI_SEASON_TYPE,MX3_CONT_INT,MX3_CONT_INT_INFO,MX4_WFREQ,MX4_WFREQ_INFO,MX4G_WFREQ_AWAR,MX4G_WFREQ_AWAR_INFO,MX5_WFREQ_NDAYS,MX5_WFREQ_NHRS,MX5_WFREQ_HRS/DAY,MX5_WFREQ_HRS/WEEK,MX5_WFREQ_HRS_INFO,MX5_WFREQ_HRS_INFO2,MX6_WPRESS,MX6_WPRESS_INFO,NOTES
463,"semana santa, marzo","en semana santa, todo el mes. A veces llega en la noche, pero c/poca presión",,Continua,(?) dice 6am-11am en 4 y 5,Diario,en la mañana de 6 am a 11 am.,podria ser (q no se dan cuenta),"Sí, podrían no darse cuenta",7,5-6,5-6/7,38.5,"diario, 6am-11am o medio",?continua,Sí,,
464,N/A,"nunca les falta// llave esta bajita, siempre cae",igual,Continua,,Diario,regular% llega siempre--hace 2 meses cayó menos y recortaba--> estaban sacando agua en pipa del canal-->... preg 1.g,sí se dan cuenta,sí se darían cuenta (llaves--> toma pral),7,24,24/7,168,todo el día todos los días,continua,Sí,,
465,abril,,N/A,Continua,,Diario,todo el día,sí se dan cuenta,sí se daria cuenta x la llave principal,7,24,24/7,168,,continua,Sí,,
466,semana santa,semana santa--> 1 semana--> les alcanzo~con almacenamiento,N/A,N/A,,Diario,,podria ser (q no se dan cuenta),podria ser,7,24,24/7,168,todo el día//toda agua pasa por cisterna,diario; todo el día//toda agua pasa por cisterna,Sí,,
467,semana santa,semana santa. les quitan el suministro y ellos cierran el agua (las llaves) porque se gasta.,cortan/deja de caer,N/A,"3 días, todo el día",1 a 3 días a la semana,con poca presión; todo el día,sí se dan cuenta,sí se notara,3,24,24/3,72,"3 días, todo el día. Hace 5 años le llegaba agua diario","3 días, todo el día",Sí,,
468,"semana santa, feb, marzo, abril, arreglos/mantenimiento",solo este año 2023{ semana santa--> caía menos y se iba--> 3 meses q iba y venía y caía poco. feb-marzo-abril--total% impredecible. No avisaron//primera vez q era ahi de mal. dicen q estaban haciendo mantenimiento,cortan/deja de caer,Continua,,Diario,,sí se dan cuenta,"se dan cuenta, salía muy poquito",7,24,24/7,168,24/7// baja presión en la tarde--> 2pm a 7pm,24/7// baja presión en la tarde--> 2pm a 7pm,Sí,,
469,N/A,no,N/A,Intermitente,1 día sí y otro no,1 a 3 días a la semana,"llega 1 día sí y otro no, solo en las madrugadas de 2am a 5am (3-4 dias/sem)",no se dan cuenta,Sí. A veces cuando hay poca agua en la pileta,"3, 4",3,3/3-4,10.5,"en el ultimo mes, 1 semana no le llegó","llega 1 día sí y otro no, solo en las madrugadas de 2am a 5am",Sí,solo en la madrugada,
484,"marzo, abril",marzo-abril--> en noticias dijeron q donde llega el agua había sequía--Cutzamala --> casi siempre dan esa escusa--> cae muy poquito--> max 2 días en q no cae nada--> ahí piden pipa,cortan/deja de caer,Intermitente,dijó 24/7??,Diario,,N/A,comunitario,7,24,24/7 ?,168,24/7,dijó intermitente y 24/7 tmb,Sí,,
485,"abril, mayo",Abril-Mayo les dijeron que estaban poniendo nuevos ductos,N/A,Intermitente,"diario, todo el día??",Diario,hace 15-20 no llegó una semana,no se dan cuenta,"Sí. hay veces que no se llena, así saben que no llegó el agua.",7,24 ?,24/7 ?,168,lunes a domingo. Todo el día. Cae muy sucia. Se hace babosa el tinaco. Lo tiene que estar lavando.,"diario, todo el día?? & intermitente",Sí,,
486,abril,abril--caía poco--> se desperdicia mucho--> hacen limpieza cutzamala tb escasez no ha afectado,N/A,Intermitente,,Diario,,N/A,,7,24,24/7 ?,168,24/7,intermitente pero 24/7 (preg 5),Sí,,
487,"primavera, feb, marzo, abril",Primavera (por los calores) Este año feb-abril. Decían que el agua se robaba el agua de allá.,N/A,Continua,solo no llega en feb-abril,Diario,"En abril--solo llegaba en las noches. Febrero-abril. Desde mayo todo el mes, llega diario",no se dan cuenta,en la noche se llena la cisterna y a lo mejor por eso no se da cuenta.,7,24,24/7,168,"todos los días. todo el día. / Abril: Todos los días, solo en la noche. Ni la cisterna se llenaba.",continua,Sí,,
488,"marzo, abril","marzo-abril--> dejó de caer-- muy poquita, de noche y sucia. 2 meses. --> todos los días solo noche. Se les alcanzaba a llenar el tinaco",cortan/deja de caer,Intermitente,,Diario,,no se dan cuenta,no se darían cuenta,7,24,24/7 ?,168,24/7,intermitente pero dice 24/7,Sí,,
489,"época de calor, abril, mayo",Tiempos de calor abril-mayo. Se estaban llenando el agua de los pozos en este año.,N/A,Continua,,Diario,escasez feb-marzo solo les faltó 2 veces. Nunca dejó de caer. Baja presión. Empezó a salir sucia,sí se dan cuenta,No. Tienen llave directa. ella no abastece el tinaco,7,24,24/7,168,"Lunes a domingo, todos los días. Marzo-abril. Por horarios caía poca agua. 7-10pm caía poco ?",continua,Sí,"Madrugando, sí podia hacer todo. Porque bajaba de la presión.",
490,"abril, mayo",abril y mayo--> sólo este año} noticias--avisaron recorte de agua. no sabe por qué. --> 3 días seguidos que no cayó (max tiempo)//Años anteriores si les caía igual todo el año,N/A,Intermitente,,Diario,"cae poquito, no como en enero",podria ser (q no se dan cuenta),podria ser si es periodos muy cortos,7,?,?/7,no sabemos horas,"cuando falta, cae solo en la noche--> en algunas occasiones. caía poquito",,No,a veces el agua no sube al tinaco (manguera) --> ropa. para bañar hasta con 1 bote,
491,"semana santa, marzo, abril",semana santa (marzo a abril)--> la cortan--siempre avisan. No les preocupa mucho x cisterna // dicen q x limpieza del cutzamala pero quien sabe. y es cuando más se necesita-> calor,cortan/deja de caer,Intermitente,,Diario,normal% lo que usan durante el día noche se llena,podria ser (q no se dan cuenta),podría ser,7,10 (por la noche),10 ?/7,70,por lo regular solo en la noche--> ni mucha ni poca. Raro que caiga de día todos la usan//como tiene cisterna no saben exacta cuando cae. les ha pasado q ven pipa en la calle y ahí se entera de q no hay agua,por la noche todos los días,Sí,cisterna y tinaco,
492,"feb, marzo, abril",febrero a abril--no sabían porque--polémica. En algunas calles caía otras no. --> solo este año. //nunca antes había faltado. --> max periodo sin agua--> solo un día pero caía en noche,N/A,Intermitente,,Diario,,sí se dan cuenta,sí se dan cuenta,7,varía abril: poco y mayo: 24/7,?/7,varía,había momentos en que cayó solo en madrugada--> abril (caía muy poco) mayo: 24/7,varía; abril: poco y mayo: 24/7,Sí,,
493,"marzo, abril, mayo, junio",marzo a junio--disminuye la presión--> x temporada de calor (--> hay menos agua) y x mantenimiento de pagos. siempre en abril cortan--2 días sin agua--siempre avisan,,Continua,,Diario,pero no misma presión (disminuía),podria ser (q no se dan cuenta),"tiene llave q viene directo a toma--> lavan ropa--> podría no percatarse. tinaco. solo para bañarse, baño trastes",7,24,24/7,168,24/7. baja presión a veces // desde 9am a 12pm--baja presión. antes de las 8am cae muchisima,continua;  desde 9am a 12pm--baja presión. antes de las 8am cae muchisima,a veces,aveces--> cuando sube solo al tinaco,
494,"marzo, abril, mayo",marz-abril-mayo; avisan q es x calor y xq no llueve,N/A,Intermitente,,Diario,,podria ser (q no se dan cuenta),podria ser,7,14,14/7,98,"7 días, 5am a 7pm (no avisaron)--> antes de eso, 24/7} se escucha cuando cae. completa∞ impredecible","7 días, 5am a 7pm",Sí,,
495,"semana santa, marzo, abril, arreglos/mantenimiento","marzo-abril--> por el calor, se secan los lugares de  almacenamiento de agua. tb es cuando hacen reparaciones. y ahí deja de caer x semanas. semana santa tb",cortan/deja de caer,Intermitente,,1 a 3 días a la semana,,sí se dan cuenta,___ . ___ // se escucha cuando cae // Ultima semana --no de lunes a miércoles y cayó de jueves a domingo.,"1, 2, 3",?,?/7,impredecible,no cae todo el día. impredecible,no cae todo el día. impredecible,No,no de la toma. sale c/poca presión. pero tienen tinaco y cisterna.,
496,"marzo, abril","abril, marzo hasta 1 mes sin agua--no avisan. Gente se va a quejar y se organizan para llevar pipas. no save, quizas x el calor.",N/A,Intermitente,,Diario,,no se dan cuenta,"no se darían cuenta. Con que bombas una vez al día, les alcanza. Otros vecinos sí se quejan. ",7,24,24/7,168,24/7,intermitente y 24/7,Sí,,
497,abril,"abril--no avisan--1 semana sin agua. las 2 semanas antes la tiran mucho, para que tiren y desperdician",,Intermitente,,Diario,,sí se dan cuenta,se escucha q cae en cisterna,7,5,5/7,35,todos los días 7am a 12pm--> se alcanza a llenar cisterna y tinaco,todos los días 7am a 12pm,Sí,,
361,semana santa,semana santa. 2 semanas sin agua--> nada --no avisan--supuesta% sabado de gloria xq desperdician,,Intermitente,,Diario,Abril se les faltó--> 1 mes caía poca y sucia. En las mañanas (6-9am) --> usaban botes tb 15 a 20.,podria ser (q no se dan cuenta),podria ser,7,24,24/7,168,24/7,24/7,Sí,,
362,"época seca, junio, julio",sequía~junio o julio. Baja la presión peor calidad. pero nunca se corta,disminuye,Continua,,Diario,hace poco más de un mes--> corte de 2 días--> Agua~3 veces al año.,podria ser (q no se dan cuenta),si puede ser. no se ve si no cae,7,24,24/7,168,todo el día,continua,Sí,,
363,semana santa,semana santa. Saben que es para que el agua no se desperdicie,N/A,Intermitente,,4 a 6 días a la semana,,no se dan cuenta,aveces no se dan cuenta hasta que abren la llave.,"4, 5, 6",3,3/4 ?,12,"4-6 días a la semana no hay agua, puede variar. 7am-10am","4-6 días a la semana no hay agua, puede variar. 7am-10am (pero puso 4-6 en preg 4)",No,aveces cae muy poca agua para hacer sus actividades,
364,"semana santa, arreglos/mantenimiento",cuando arreglan alguna fuga (?). No hay patrón. No sufren mucho de agua corte en semana santa--2 días de corte.,,Continua,,Diario,,sí se dan cuenta,si se dan cuenta. se ve nivel del agua. varias familias--> ven que baja y abren la llave. Les pasa que a veces cae un hilito.,7,24,24/7,168,"todo el día, todos los días",continua,Sí,"por pileta, pero presión es baja",
365,N/A,no--siempre tienen el tinaco o cisterna,N/A,Continua,,Diario,,podria ser (q no se dan cuenta),podria ser,7,24,24/7,168,"siempre, todo el día",continua,Sí,,
366,"primavera, marzo, abril, mayo",madrugada siempre hay y mejor presión más o menos vio en colonia. Primavera--> mar-abr-mayo x el calor,disminuye,Intermitente,,1 a 3 días a la semana,,sí se dan cuenta,cae poca pero cae// sí se dan cuenta,"1, 2, 3",?,?/1-3,,15 días sin--o solo en madrugada. Para llenar le quedó hasta 6am en pie llenando. Poca presión entonces tambo no se llena solo.,solo en madrugada,No,"en mañana (5am) sí, pero fin de semana no. espera q demás llenen.",
367,"enero, feb",enero feb--> mas bajo que otra veces// casa anterior: tenían x horarios. se robaban tuberias (cobre)--> fugas--> fijo horario se pierde menos agua --> en su opinion esta bien.,disminuye,Continua,,Diario,"pero baja intensidad. Hubo agua (3 meses)--> desde entonces viene poca, mal olor y sucia. ",podria ser (q no se dan cuenta),"podría ser--nunca usan de la toma. Una vez quedó sin agua en el tinaco. 1 mes atrás, llegó día sigte",7,24,24/7,168,baja intensidad--> lavadero o cuando inicia lavadora. 6~6:30 pm no hay intensidad antes el agua bajaba siempre normal,continua,Sí,"x tinaco y cisterna. Sin eso quedan sin agua. Antes chico bonafont traía agua, un día sabía a (?), olí llave. cobrar de camión x agua de llave",
368,N/A,no,N/A,Continua,?,Diario,"hace 3 días casi se acaba el agua cisterna, pero llegó en noche.--> dejó de llegar día anterior",podria ser (q no se dan cuenta),si podria ser,7,24 ?,24/7 ?,168,ha llegado sucia este ultimo mes--amarillenta,continua: ?,Sí,,
369,semana santa,semana santa-- deja de caer 3 días--muchos utilizan x eso la cortan. este año comenz´ø a escasear antes. había tardado en irse (7 a 5pm) ahora 7 a 9am.,cortan/deja de caer,Intermitente,,Diario,a veces llega en la noche (8pm) en lugar de mañana ,no se dan cuenta,sí xq usan llave de afuera,7,2,2/7,14,mañanas--se va a las (7am a) 9am ya no hay--> nada,mañanas--se va a las (7am a) 9am ya no hay--> nada,No,tarda mucho en llenar cisterna y tinaco--> a veces no se alcanza a llenar,
370,"marzo, abril","marzo-desde abril antes de semana santa--cada año es esas fechas reducen bastante el suministro. en estas fechas es muy común, pero normal% se reestablece. 1er año q agua no vuelvo",N/A,Intermitente,,4 a 6 días a la semana,a veces les ponen agua 1 o 2 horas al día// ayer y hoy--> constante semana pasada 1 hr al día,N/A,,6,?,?/6,,este año ya ha entrado una 8 a 10 ocasiones//unos 6 días x semana. semana pasad: 7 a 8 de la tarde--> decia de vecinos--> cuando todos pueden aportar,,Sí,"x lo general. Si falta, sale c/menos",
371,"abril, arreglos/mantenimiento","abril--dicen q es x arreglos, xq la desperdician. ella cree q cierran la toma x desperdicio",,Intermitente,,1 a 3 días a la semana,cae pero muy poca--> llenar bote de 2021 toma 2 o 3 horas--> no sabe si no hay presión. No tienen bomba,sí se dan cuenta,mañana c/mucha presión pero muy sucia. si se dan cuenta,"3, 4",3?/3-4,3?/3-4,10.5,unos 3 o 4 días x semana--> solo mañana o madrugada. lava a las 4am,unos 3 o 4 días x semana--> solo mañana o madrugada. lava a las 4am,No,,
372,julio,julio es el mes que más escasea; no se porque sucede quizás sea por las tuberías que se tapan con las lluvias,disminuye,Continua,,Diario,,sí se dan cuenta,me doy cuenta aunque se llenan los tinacos,7,24,24/7 ?,168,"diario hay agua, es estos horarios: 8 am-12 día. Hay mayor cantidad de agua, después ya no hay","diario hay agua, es estos horarios: 8 am-12 día Hay mayor cantidad de agua, después ya no hay; continua ?",Sí,en general hay buena presión,
373,"marzo, abril",marzo y abril--imagina es xq se acaba agua de cutzamala o escasez,N/A,Continua,?? (dijó 1 hora en preg 4 y 5),Diario,minimo. llega minimo 1 hora y poca,sí se dan cuenta,sí se dan cuenta--todo se llena manual,7,1,1/7 ?,7,"8am y a veces se va a las 9. Sí suerte, 12pm--> tood el año. resto
--> este mes, solo 1 hora","8am y a veces se va a las 9. Sí suerte, 12pm--> tood el año. resto
--> este mes, solo 1 hora; continua ?",Sí,cuando hay bastante lava ropa,
374,"semana santa, época seca, marzo, abril, arreglos/mantenimiento","marzo-abril, porque es temporada de sequía por las fechas hay quienes lo desperdician (seman santa). Tb, en este pen(?) lavan o dan mantenimiento al cutzamala.",N/A,Intermitente,,4 a 6 días a la semana,,sí se dan cuenta,"si deja de llegar, nos damos cuenta cuando llega el agua.","3, 4",3,3/3-4,10.5,"hay agua un día sí y un día no, en las mañanas de 9am-12pm","hay agua un día sí y un día no, en las mañanas de 9am-12pm",Sí,,
375,"semana santa, marzo","marzo, no sabe xq, 2 o 3 semanas no llega nada. Imagina q es x vaca y semana santa.",cortan/deja de caer,Intermitente,,1 a 3 días a la semana,,N/A,,1,24,24/1,24,"miércoles, todo el día","miércoles, todo el día",Sí,cuando cae cae bastante,
376,"semana santa, marzo","semana santa (marzo), reducen la cantidad de agua de por si en estas fechas.",disminuye,Intermitente,c/15 días 2 días enteros,"en todo el mes, 1 a 3 veces",2 días c/15 días,N/A,no llega,1,24,24/1,24,15 días hay 2 días enteros.,c/15 días 2 días enteros,N/A,el primer día que hay llega con buena presión. el segundo ya no (esto es c/15 días).,
377,"semana santa, diciembre",semana santa normal% les cae diario. avisan q es x sabado de gloria. y aveces en diciembre. llega menos--> trabajadores de vacaciones,,Intermitente,,4 a 6 días a la semana,última semana faltó martes y dgo,sí se dan cuenta,"se dan cuenta. (?)--> tinaco, cisterna, persona abajo","4, 5, 6",5,5/4-6,25,8am hasta la 1 pm (chorrito) mejor presión hasta las 11,8am hasta la 1 pm (chorrito) mejor presión hasta las 11,Sí,x tinaco y cist,
378,"semana santa, abril, mayo","en abril y mayo, porque en semana santa se desperdicia el agua por las celebraciones, entonces reducen la cantidad de agua a las casas.",disminuye,Intermitente,1 vez a la semana,1 a 3 días a la semana,,sí se dan cuenta,si nos damos cuenta cuando que llega. porque tenemos una llave directa de la toma de agua.,1,varia,?/1,1 vez a la semana,"1 vez a la semana llega el agua, varía el tiempo que hay agua, en ocasiones hay agua todo el día, y en otras sólo algunas horas",1 vez a la semana,Sí,,
379,"época de calor, marzo, abril","aveces no cae en 3 o 4 semanas. temporada de calor: marzo a abril--x calor, mas sequia",cortan/deja de caer,Intermitente,,1 a 3 días a la semana,1 día a la semana. Puede no llegar todo el día. A veces sido en noche.,N/A,,1,?,?/1,impredecible,varia. no tienen idea de cuando va a llegar,1 día a la semana; varia. no tienen idea de cuando va a llegar,Sí,tinaco y cisterna,
441,N/A,no--en casa anterior: nunca faltaba. caía todos los días--> antes estaba más abajo. Pero abuela no tienen y también esta mas abajo. A ella a veces le cae en las noches.,N/A,Intermitente,,4 a 6 días a la semana,,sí se dan cuenta,se dan cuenta--tienen q abrir llave.,5,0-3-6,0-3-6/5,15,"impredecible// 2 días a semana no cae. Aveces cae todo el día. Otras veces cae a las 9am y sigue a las 12pm, o 3-4 pm","impredecible// 2 días a semana no cae. Aveces cae todo el día. Otras veces cae a las 9am y sigue a las 12pm, o 3-4 pm",No,cae un hilito--> se tarda en llenar--> 30 min. // 1 hora en tina grande(--> usan para lavadora) --> manguera quede + baja,
442,"época seca, marzo, abril",secas--abril--xq se evapora más el agua y hay menos--o xq gente desperdicia más. gente q tira agua para refrescar casa. abril y marzo,N/A,Intermitente,,Diario,llave--> tinaco--> hermana-->partic,N/A,,7,6x3 and 1x6,3/6 and 6/1 (18+6=24 hrs/sem),24,"7 días a la semana: 9am hasta 12pm. Jueves cae más tiempo-->hasta 3pm--> lavar ese día
hay días que cae poquito y sin presión--acarrean en botes a su lavadero (planta baja)","7 días a la semana: 9am hasta 12pm. Jueves cae más tiempo-->hasta 3pm--> lavar ese día
hay días que cae poquito y sin presión",No,tiene q acarear desde puerta x baja presión,
443,"julio, diciembre, arreglos/mantenimiento","diciembre y julio--dicen que porque mantenimiento--avisan 1 semana antes. Han dejado de tener por 10 días. luego 1 día si, 1 día no.",cortan/deja de caer,Intermitente,,Diario,muy sucia sale sucia,no se dan cuenta,"no se escucha cuando (?) cisterna se llena en la mañana. sin, en realidad no sabe cuando cae. en vacaciones sufren más de agua. y diciembre. una vez se terminó el agua--se bañaron c/agua de garrafón no se bañan bien.",7,24 ?,24/7 ?,168,"todo el día} no sabe. todos los días. cuando estan todos en la casa, se acaba (sab o domingo en la tarde noche)","todo el día} no sabe. todos los días. cuando estan todos en la casa, se acaba (sab o domingo en la tarde noche)",No,pusieron tubos a cisterna xq presión muy baja --> ayudó mucho a tener más agua.,
444,marzo,"cuaresma(?), marzo: por el calor. con más agua o todo dificil hacen repares. sin lluvia es más facil reparar--> hasta 2 o 3 semanas sin agua",cortan/deja de caer,Intermitente,,Diario,,N/A,aveces cae menos tiempo--se escucha q esta cayendo agua. Llave siempre abierta--> llenar tinaco automatico--> quede sin tiempo de lavar + cosas,7,6,6/7,42,"todos los días, 7am hasta 1 pm.","todos los días, 7am hasta 1 pm.",Sí,,
445,"marzo, abril",marzo--abril falta mucho--hay mucho desabanto--no avisan//x calor cae menos y sequía,N/A,Intermitente,,1 a 3 días a la semana,normal% cae todos los días--> solo en las mañanas. desde madrugada hasta 11 o 12,no se dan cuenta,pero no se dan cuenta (cisterna),"1, 2, 3",4-5,4-5/7?,31.5,N/A,1-3 días; normal% cae todos los días--> solo en las mañanas. desde madrugada hasta 11 o 12,Sí,,
446,"semana santa, abril",abril--casi un mes--x semana santa,N/A,Intermitente,,"en todo el mes, 1 a 3 veces",,no se dan cuenta,"no se enteran, pero se escucha",N/A,N/A,2x24 o 3x24 for the whole month ,15,2 a 3 veces al mes--> todo el día } lo normal,2 a 3 veces al mes--> todo el día } lo normal; (so 48 or 72 divided by 4?),No,"baja presión más a ellos--> esta en alto. Les cae al ultimo. Pocos dias, baja presión--> se alcanza a llenar los 3.",
447,"época de calor, marzo, abril",marzo abril--> temporada de calor--les cae menos x festividad,,Intermitente,,"en todo el mes, 1 a 3 veces",,no se dan cuenta,"no, pero estan al pendiente",N/A,N/A,5-6 hrs every 15 days/2 wks ,2.75,"normalmente cae cada 15 días--cuando cae, cae de las 7am a 1 o 2pm.","normalmente cae cada 15 días--cuando cae, cae de las 7am a 1 o 2pm. (5.5 hrs divided by 2 = 2.75 hrs/wk)",No,1 hora llenando tinaco (bomba). aveces no se termina de llenar. ,
448,"semana santa, marzo","marzo, semana santa--la cortan-- x los q gastan en sab de gloria --> 2 semana o 15 días",cortan/deja de caer,Intermitente,,Diario,//este año--> avisaron x parece q iba a quitar-- no les afectó,no se dan cuenta,no se daría cuenta,7,21?,21?/7,147,diario--casi todo el día. cortan 2 a 5 pm.,diario--casi todo el día. cortan 2 a 5 pm.,Sí,mañanas sí se alcanza a llenar tinaco y cisterna,
449,"feb, abril","feb y abril--> casi no hay lluvias--hubo una sequía y no había agua--> llega info de admin, no delegaø",,Intermitente,? dice 24/7 preg 5,Diario,,N/A,perciben q tienen siempre. tinacos gigantes,7,24,24/7 ?,168P,,dice 24/7 en preg 5 pero intermitente en preg 3,Sí,,
380,"semana santa, marzo, abril","marzo-abril, en la delegación disminuye por las celebraciones de semana santa",disminuye,Intermitente,diario de 9-12pm,Diario,,N/A,si deja de llegar,7,3,3/7,21,"diario, en las mañanas de 9am a 12pm",diario de 9-12pm,Sí,"costaba $11, cuesta $18. en medio año, hace 3 meses que cambió",
381,"semana santa, noviembre, diciembre","aveces les falta. semana santa--> sabado de gloria, evitar desperdicio. Nov-dic: no sabe} baja presión
corte x 2 o 3 días",cortan/deja de caer,Intermitente,,4 a 6 días a la semana,5/7 días,sí se dan cuenta,ven que se va vaciando,"5, 6, 7",4-6,4-6/5-7,30,"usual% 7am-11am, raro hasta 12 o 1","usual% 7am-11am, raro hasta 12 o 1",Sí,cisterna,
382,N/A,"ahorita no hay agua porque están reparando las tuberías, pero en general siempre tenemos agua.",N/A,Intermitente,,"en todo el mes, 1 a 3 veces",,no se dan cuenta,no me doy cuenta porque siempre se llenaba el tinaco y cisterna.,N/A,N/A,?,1.5,"1 ves al mes, tuvimos desde las 10am-3 o 4pm.","1 ves al mes, tuvimos desde las 10am-3 o 4pm. (6 divided by 4=1.5hrs/wk)",No,es poca agua la que cae,
383,"semana santa, marzo, abril","marzo-abril, por semana santa la llegan a quitar",,Continua,,Diario,,sí se dan cuenta,si nos damos cuenta si no llega el agua.,7,24,24/7,168,"hubo agua diario, todo el día hubo agua; varia la presión del agua","continua; hubo agua diario, todo el día hubo agua; varia la presión del agua",Sí,,
384,"marzo, abril, mayo","casa anterior: marzo, abril, mayo
casa nueva: dura mas agua xq usan solo ellos 4. Hacen pipa, no la bajan. ella cree q x sequia abril",N/A,Intermitente,"cisterna una grande, pero la usan menos persona, pero llega solo jueves. Antes todos los días. Antes no tenía q apartar agua y ahora sí--> si llega todos los jueves",1 a 3 días a la semana,cisterna muy grande--> cuidado de no usar (?) compran trastes desechables. bañaron c/cubetas--> calidad no se había dado cuenta--> muchas cucarachas--> en tubo desde toma a cisterna,N/A,cisterna dentro de recamara--> empieza a gongolear cuando llego. Pendiente de cisterna para que no se enunde recamara,"1, 2, 3",10,10/1-3,20,"jueves: 6am a 4pm(ej) (unas horas, varia horario incluso madrugada)--> siempre // casa anterior--> diario pero 2 horas--> podía lavar diario. ya no. solo lavan jueves","jueves: 6am a 4pm(ej) (unas horas, varia horario incluso madrugada)--> siempre",N/A,se acostumbra. Aveces cae bien poquito. Aveces no se alcanza a llenar cisterna.,
385,julio,"julio, porque creo que a mediados del año lo hacen para que cuidemos el agua.",N/A,Intermitente,,1 a 3 días a la semana,los días jueves,no se dan cuenta,llega los días jueves. pero si pasa que no nos damos cuenta porque se llena sola la cisterna,1,2,2/1,2,jueves de 12-2pm,jueves de 12-2pm,Sí,,
386,"semana santa, abril",abril--> sabado santo--> se mojan--> cortan para cuidarla. solo esa semana// aparte de eso regular,cortan/deja de caer,Intermitente,,1 a 3 días a la semana,,sí se dan cuenta,"saben xq se escucha, llave siempre abierta",2,?,8x1 and 24x1 ?,32,viernes en la noche(--> toda la noche y parte mañana) o sabado temprano (--> todo el día).,viernes en la noche(--> toda la noche y parte mañana) o sabado temprano (--> todo el día).,Sí,x tinaco y cisterna,
387,"marzo, abril","marzo-abril, no sé porque",N/A,Intermitente,,1 a 3 días a la semana,,sí se dan cuenta,"? si deja de caer. Hace 15 días, cayó diario durante una semana. Esta última semana cayo 2 veces en la semana.",2,6,6/2 ?,12,esta semana hubo 2 veces; caía en la mañana y a las 4pm a 6pm,"esta semana hubo 2 veces; caía en la mañana y a las 4pm a 6pm: Hace 15 días, cayó diario durante una semana. Esta última semana cayo 2 veces en la semana.",No,no sale con buena presión a veces.,
388,N/A,años anteriores no habían tenido problemas. suministro muy estable,igual,Intermitente,,Diario,,N/A,,7,4,4/7,28,4 horas--8am a 12pm,diario; 4 horas--8am a 12pm,Sí,ahorita sí. hay días que muy poquita,
389,"marzo, abril, mayo",marzo a mayo; no se porque,N/A,Intermitente,,1 a 3 días a la semana,,no se dan cuenta,"si deja de llegar, y como tenemos cisterna a veces no nos damos cuenta",3,2,2/3,6,"3 veces a la semana, mañanas de 7 a 9am","3 veces a la semana, mañanas de 7 a 9am",Sí,,
315,"semana santa, diciembre","semana santa. porque se desperdicia más. sacan albercas, se mojan. diciembre tb lelga mesno~siempre cuñada visita y no hay agua.",,Intermitente,"cuando deja de llegar es 2, 3 o 4 semanas.",N/A,"3 semanas no llegó, pero si llegó hace 3 d´âs",sí se dan cuenta,llave se deja siempre abierta. si no se escucha chorrito--> es muy perceptible si les falta--> suegra. ella no 3er piso suegra avisa,N/A,?,"no ha llegado en 4 semanas, pero sí llego hace 3 días",,,,Sí,,
